4/1/2019	NVDA	2	0.74	0.31	181.67	172.5	P	221	1280	0.125	0.025	0.202	0.041	0.62	4	9:45	.74/.25	32	13
4/1/2019	AMD	3.52	0.4	0.19	26.14	25.5	P	384	1980	0.316	0.252	0.059	0.01	0.32	4	9:44	.42/.17	27	13
4/1/2019	AAPL	0.88	0.42	0.18	190.17	182.5	P	1120	8240	0.092	0.028	0.114	0.034	0.32	4	10:07/10:08	.53/.11	33	13
4/2/2019	NVDA	0.53	0.91	0.63	183.48	177.5	P	279	1410	0.176	0.039	0.265	0.045	0.73	3	9:57/9:57	1.17/.53	33	13
4/2/2019	GS	-0.19	0.75	0.42	196.92	192.5	P	54	692	0.187	0.053	0.208	0.049	0.58	3	10:59/11:01	.83/.38	28	13
4/3/2019	NVDA	1.09	0.76	0.28	188.63	182.5	P	889	2780	0.149	0.039	0.311	0.034	0.6	2	9:57/9:57	1.38/.14	33	13
4/3/2019	CAT	-0.24	0.75	0.37	139.85	141	C	50	575	0.323	0.15	0.194	0.039	0.59	2	10:39/10:42	.88/.24	28	13
4/4/2019	NVDA	-0.3	0.95	0.91	189.84	190	C	6560	6340	0.236	None	None	None	0.76	1	10:40/10:42	2.02/.48	35	13
4/4/2019	TSLA	-10.2	0.83	1.2	265.65	277.5	C	1050	1020	0.082	None	None	None	0.67	1	10:53/10:53	5.91/.42	40	13
4/8/2019	NFLX	-0.1	0.87	0.59	362.89	342.5	P	341	627	0.08	0.01	0.268	0.065	0.7	4	11:05/11:46	.92/.50	41	13
4/8/2019	AAPL	-0.29	0.71	0.95	197.68	202.5	C	2070	4990	0.183	0.052	0.161	0.058	0.55	4	10:43/10:53	1.10/.35	40	13
4/9/2019	AAPL	0.1	0.54	0.18	201.57	207.5	C	5990	10800	0.136	0.042	0.177	0.042	0.43	3	10:01/10:06	.69/.10	44	14
4/9/2019	BA	-1.12	1.05	0.5	369.2	382.5	C	552	1230	0.126	0.019	0.359	0.078	0.81	3	10:11/10:11	1.19/.37	47	14
4/9/2019	FB	0.39	0.53	0.72	177.64	182.5	C	954	4200	0.148	0.051	0.162	0.037	0.4	3	9:59/10:01	.72/.16	44	14
4/15/2019	AAPL	-0.14	0.68	0.41	199.13	195	P	6240	20300	0.182	0.056	0.191	0.049	0.55	3	10:35	.79/.38	43	12
4/15/2019	NVDA	-0.16	1.19	0.71	185.1	177.5	P	484	2900	0.163	0.03	0.308	0.045	0.93	3	10:30	1.49/.35	39	12
4/16/2019	BABA	1.34	0.56	0.33	184.18	180	P	1190	11800	0.158	0.056	0.23	0.038	0.45	2	10:08	.57/.12	23	12
4/16/2019	NVDA	0.85	0.6	0.35	187.49	192.5	C	2020	4720	0.156	0.05	0.261	0.034	0.49	2	10:14	.65/.25	None	12
4/17/2019	NFLX	1.55	1.14	1.55	None	367.5	C	1790	2160	0.109	0.021	0.456	0.036	0.79	1	10:41/11:08	5.85/.08	21	12
4/22/2019	GS	-0.38	0.62	0.37	205.22	200	P	115	887	0.146	0.044	0.141	0.051	0.49	4	10:19	.60/.34	14	12
4/23/2019	GS	-0.2	0.5	0.42	203.48	207.5	C	342	1700	0.158	0.062	0.147	0.048	0.4	3	11:42	.73/.27	13	12
4/29/2019	GS	0.24	0.62	0.83	204.71	210	C	317	1310	0.16	0.047	0.151	0.056	0.49	4	10:58	1.20/.25	18	12
4/29/2019	FB	-0.28	0.4	0.24	192.56	185	P	593	2670	0.107	0.029	0.136	0.04	0.39	4	9:51	.60/.13	25	12
4/29/2019	ADBE	1.59	0.62	0.37	289.05	300	C	137	255	0.066	0.013	0.147	0.039	0.35	4	9:56/9:58	.77/.08	18	12
4/30/2019	MCD	0.9	0.42	0.23	197.02	202.5	C	479	5020	0.134	0.046	0.16	0.042	0.34	3	10:12	.69/.04	11	13
4/30/2019	GS	0	0.53	0.32	206.12	200	P	42	826	0.124	0.038	0.168	0.041	0.37	3	10:51/11:03	.62/.20	16	13
4/30/2019	FB	-0.3	0.66	0.98	197.04	192.5	P	515	3640	0.176	0.052	0.19	0.049	0.54	3	9:58/10:24	2.03/.48	27	13
4/30/2019	DIS	-0.12	0.53	0.66	138.12	135	P	170	9580	0.168	0.074	0.129	0.034	0.36	3	10:27/10:30	.96/.26	42	13
5/6/2019	BIDU	-3.61	0.6	0.35	162.15	170	C	382	5620	0.128	0.032	0.165	0.039	0.5	4	11:26	.70/.35	40	16
5/6/2019	BABA	-5.14	0.77	0.77	186.27	195	C	1880	6700	0.138	0.029	0.199	0.045	0.62	4	9:59	.88/.47	34	16
5/6/2019	MA	-2.6	0.53	0.55	246.87	252.5	C	39	491	0.129	0.037	0.145	0.059	0.43	4	10:58	.79/.38	17	16
5/6/2019	GS	-2.27	0.95	1.22	186.25	207.5	C	82	940	0.179	0.045	0.181	0.059	0.66	4	9:55/10:15	1.82/.69	24	16
5/7/2019	BA	-1.41	0.75	0.44	365.25	375	C	652	1490	0.121	0.023	0.313	0.063	0.59	3	10:23	.74/.25	38	18
5/7/2019	GS	-1.45	0.82	1.15	203.28	197.5	P	21	590	0.169	0.04	0.241	0.05	0.66	3	9:50/13:08	1.28/.57	34	18
5/7/2019	AAPL	-1.24	0.87	1.14	206.73	200	P	1270	10200	0.161	0.04	0.231	0.051	0.61	3	9:48/10:43	2.92/.72	40	18
5/7/2019	FB	-0.69	0.56	0.76	192.26	185	P	214	2840	0.11	0.031	0.177	0.039	0.4	3	9:51/10:01	1.55/.50	38	18
5/8/2019	AAPL	-0.47	0.99	0.58	202.48	207.5	C	1670	8970	0.192	0.049	0.368	0.046	0.68	2	9:46/10:00	1.14/.42	39	19
5/8/2019	BABA	-0.26	0.97	0.58	180.75	187.5	C	593	7700	0.178	0.037	0.407	0.039	0.78	2	11:00	1.23/.40	44	19
5/8/2019	NFLX	-0.68	1.34	1.81	367.85	347.5	P	117	708	0.091	0.01	0.582	0.048	0.95	2	9:58/10:32	1.89/.53	29	19
5/9/2019	AAPL	-1.23	0.93	0.55	199.49	182.5	P	116	2570	0.101	0.013	0.146	0.049	0.75	8	9:50	1.20/.36	44	22
5/9/2019	GS	-0.71	0.77	0.45	198.94	185	P	0	2380	0.099	0.015	0.121	0.049	0.62	8	10:30	.74/.63	32	22
5/9/2019	DIS	0.02	0.7	0.41	134.96	141	C	214	9250	0.164	0.043	0.09	0.054	0.54	8	9:43	.82/.18	38	22
5/9/2019	FB	-1.23	0.63	0.63	187.55	197.5	C	966	8130	0.134	0.026	0.112	0.064	0.59	8	9:57	.69/.47	36	22
5/13/2019	AAPL	-4.8	0.87	0.87	188.5	175	P	949	15600	0.107	0.016	0.251	0.041	0.72	4	10:03	1.04/.52	58	20
5/13/2019	CAT	-2.9	0.76	0.67	125.99	120	P	237	2380	0.157	0.038	0.178	0.035	0.6	4	11:16	.95/.54	41	20
5/14/2019	CRM	1.27	0.65	0.88	155.52	160	C	252	5530	0.184	0.056	0.197	0.04	0.53	3	11:38	1.11/.22/.95	46	18
5/14/2019	BA	0.74	0.87	1.13	339.92	352.5	C	126	1140	0.106	0.019	0.279	0.056	0.6	3	10:32/11:10	1.44/.48/1.07	33	18
5/15/2019	BABA	1.26	1.3	1.59	175.45	180	C	4740	31000	0.21	0.046	0.407	0.037	0.84	2	9:48/10:26	2.48/.5/.95	14	18
5/20/2019	BABA	-3.02	0.81	0.48	160.4	170	C	1610	1840	0.123	0.026	0.192	0.039	0.57	4	9:58/10:13	.96/.30/.34	28	16
5/21/2019	GS	0.64	0.51	0.3	198.25	202.5	C	77	1100	0.162	0.06	0.159	0.05	0.42	3	9:59	.55/.26/.33	20	15
5/22/2019	AAPL	-1.07	0.68	0.96	185.28	180	P	2630	11000	0.151	0.044	0.276	0.036	0.52	2	10:12/10:41	1.19/.54/1.08	56	15
5/28/2019	FB	0.26	0.68	0.4	183.59	187.5	C	2060	5060	0.199	0.063	0.194	0.047	0.55	3	10:03	.80/.37/.62	33	16
6/4/2019	FB	-0.26	1.06	0.63	163.97	155	P	593	1830	0.155	0.025	0.343	0.04	0.87	3	9:51	1.38/.17/.2	46	18
6/4/2019	NVDA	1.92	0.94	1.22	136.26	141	C	438	1020	0.2	0.052	0.232	0.035	0.66	3	10:01/10:13	3.65/.80/3.65	33	18
6/4/2019	GS	1.63	0.57	0.83	187.12	192.5	C	81	770	0.137	0.046	0.163	0.039	0.39	3	10:43/10:58	.85/.40/.77	31	17
6/10/2019	TSLA	2.8	2.07	1.23	213.15	230	C	1020	1380	0.173	0.015	0.503	0.064	1.65	4	11:23	2.10/.85/1.27	2	16
6/10/2019	NVDA	1.55	1.07	0.64	149.95	143	P	70	645	0.179	0.032	0.247	0.042	0.91	4	9:52	1.06/.53/.81	32	16
6/10/2019	FB	0.8	1.25	1.42	175.31	180	C	16500	17400	0.218	0.051	0.205	0.06	0.77	4	11:05	1.55/.52/.59	40	16
6/11/2019	TSLA	2.94	1.91	1.14	217.25	232.5	C	141	1760	0.167	0.017	0.579	0.057	1.54	3	10:02	2/1.01/1.57	41	15
6/11/2019	NFLX	0.84	1.43	0.85	354.12	367.5	C	191	1130	0.15	0.019	0.452	0.075	1.12	3	9:54	1.85/.57/.58	40	15
6/11/2019	AAPL	1.18	0.5	0.49	194.61	187.5	P	425	4230	0.113	0.031	0.18	0.039	0.41	3	10:53	.55/.31/.35	39	16
6/12/2019	FB	0.15	1.38	1.86	178.22	170	P	124	1730	0.173	0.028	0.127	0.073	0.94	9	10:33/11:36	2.73/1/1.55	35	16
6/19/2019	BABA	1.4	1.17	1.13	164.04	172.5	C	285	716	0.189	0.03	0.133	0.072	0.94	9	10:46	1.36/.83/.93	22	15
6/20/2019	BABA	2.87	1	0.8	167.8	160	P	58	1560	0.165	0.029	0.125	0.065	0.8	8	11:18	1.11/.75/.79	25	14
6/20/2019	NFLX	0.65	2.48	2.99	368.32	352.5	P	109	342	0.185	0.014	0.299	0.143	2	8	11:47	3.70/2.25/2.45	41	14
6/24/2019	GS	0.36	0.83	0.49	197.9	202.5	C	36	640	0.203	0.053	0.179	0.058	0.67	4	9:58	.91/.38/.41	31	15
6/24/2019	BABA	0.54	0.64	0.38	167.72	160	P	62	3850	0.131	0.029	0.179	0.038	0.52	4	9:52	.66/.36/.41	26	15
6/24/2019	CRM	0.35	0.48	0.61	155.74	150	P	70	857	0.128	0.039	0.129	0.036	0.4	4	9:46	.90/.46/.88	19	15
6/25/2019	FB	0.14	0.62	0.74	191.34	185	P	455	3780	0.138	0.037	0.204	0.039	0.51	3	9:50	1.13/.57/.88	31	15
6/26/2019	TSLA	0.37	1.77	2.11	222.7	212.5	P	3750	237	0.179	0.022	0.676	0.045	1.42	2	11:25	2.76/1.65/2.21	None	16
6/26/2019	FB	0.37	1.05	0.62	189.26	197.5	C	104	1320	0.177	0.031	0.121	0.083	0.84	9	10:31	1.10/.48/.52	None	16
